
Timeout                                  :10
Think Time                               :4
Number of Requests                       :120
Number of User                           :10
DBMS Service Mean Time                   :1
Web Server Service Mean Time             :0.1
Round Robin Quantum Time                 :0.05
Interarrival Mean Time                   :1
Web Cores                                :8
Web Queue Size                           :100
Departure Probaility of web              :50
DBMS Cores                               :4
DBMS Queue Size                          :100
Probability Type                         :1
------------------------------------------------------------------------------------------------------------------------------------------------------
simTime				Request ID				Event_type				Queue Size				Server Type				Next station
0.96984					25.00000				Departure				10				Client Station				Web Server				
0.97160					76.00000				Departure				11				Client Station				Web Server				
0.97162					78.00000				Departure				12				Client Station				Web Server				
0.97164				37.00000				Departure				NA				Web Server				Client Station				
0.97164				13.00000				Departure				2				Web Server				DBMS Server				
0.98480				3.00000				Arrival					11				DBMS Server				Web Server				
0.98480				13.00000				Arrival					11				DBMS Server				Web Server				
0.98716					67.00000				Departure				12				Client Station				Web Server				
0.98893					70.00000				Departure				13				Client Station				Web Server				
0.99016				14.00000				Arrival					13				DBMS Server				Web Server				
0.99148					111.00000				Departure				14				Client Station				Web Server				
0.99321				79.00000				Departure				NA				Web Server				Client Station				
0.99321				44.00000				Departure				0				Web Server				DBMS Server				
0.99326				38.00000				Arrival					13				DBMS Server				Web Server				
0.99455				55.00000				Scheduling				13				Web Server				Web Server				
0.99455				20.00000				Departure				NA				Web Server				Client Station				
0.99455				8.00000				Departure				0				Web Server				DBMS Server				
0.99608					15.00000				Departure				13				Client Station				Web Server				
1.01222				14.00000				Departure				NA				Web Server				Client Station				
1.01222				27.00000				Departure				1				Web Server				DBMS Server				
1.02164				13.00000				Scheduling				12				Web Server				Web Server				
1.02164				3.00000				Scheduling				12				Web Server				Web Server				
1.02261				44.00000				Arrival					12				DBMS Server				Web Server				
1.02261				27.00000				Arrival					12				DBMS Server				Web Server				
1.02550				119.00000				Arrival					12				DBMS Server				Web Server				
1.03075				61.00000				Departure				0				Web Server				DBMS Server				
1.03217				66.00000				Arrival					12				DBMS Server				Web Server				
1.03492				101.00000				Departure				0				Web Server				DBMS Server				
1.03782				8.00000				Arrival					12				DBMS Server				Web Server				
1.04321				38.00000				Scheduling				12				Web Server				Web Server				
1.05258				27.00000				Departure				0				Web Server				DBMS Server				
1.05410				44.00000				Departure				NA				Web Server				Client Station				
1.05410				83.00000				Scheduling				11				Web Server				Web Server				
1.05410				25.00000				Departure				NA				Web Server				Client Station				
1.05410				76.00000				Departure				NA				Web Server				Client Station				
1.05410				78.00000				Departure				0				Web Server				DBMS Server				
1.05142				78.00000				Arrival					9				DBMS Server				Web Server				
1.06420				106.00000				Departure				0				Web Server				DBMS Server				
1.06770				78.00000				Departure				NA				Web Server				Client Station				
1.06770				67.00000				Departure				1				Web Server				DBMS Server				
1.06876				27.00000				Arrival					8				DBMS Server				Web Server				
1.06876				67.00000				Arrival					8				DBMS Server				Web Server				
1.07164				119.00000				Scheduling				8				Web Server				Web Server				
1.07164				70.00000				Departure				0				Web Server				DBMS Server				
1.07948				8.00000				Departure				1				Web Server				DBMS Server				
1.08075				66.00000				Scheduling				8				Web Server				Web Server				
1.08075				111.00000				Departure				2				Web Server				DBMS Server				
1.08217				8.00000				Arrival					8				DBMS Server				Web Server				
1.08217				111.00000				Arrival					8				DBMS Server				Web Server				
1.08461				61.00000				Arrival					8				DBMS Server				Web Server				
1.09544				101.00000				Arrival					8				DBMS Server				Web Server				
1.09864				27.00000				Departure				NA				Web Server				Client Station				
1.09864				55.00000				Scheduling				7				Web Server				Web Server				
1.09864				15.00000				Departure				NA				Web Server				Client Station				
1.09864				13.00000				Scheduling				6				Web Server				Web Server				
1.11060				70.00000				Arrival					6				DBMS Server				Web Server				
1.11770				67.00000				Scheduling				6				Web Server				Web Server				
1.12242				106.00000				Arrival					6				DBMS Server				Web Server				
1.12532				8.00000				Departure				0				Web Server				DBMS Server				
1.12696				3.00000				Departure				NA				Web Server				Client Station				
1.12696				83.00000				Scheduling				5				Web Server				Web Server				
1.13075				101.00000				Scheduling				5				Web Server				Web Server				
1.13075				111.00000				Scheduling				5				Web Server				Web Server				
1.13075				61.00000				Scheduling				5				Web Server				Web Server				
1.14048				70.00000				Departure				NA				Web Server				Client Station				
1.14048				67.00000				Scheduling				4				Web Server				Web Server				
1.14894				13.00000				Departure				NA				Web Server				Client Station				
1.14894				101.00000				Scheduling				3				Web Server				Web Server				
1.15779				83.00000				Departure				0				Web Server				DBMS Server				
1.15881				55.00000				Departure				NA				Web Server				Client Station				
1.15881				61.00000				Scheduling				2				Web Server				Web Server				
1.16100				111.00000				Departure				NA				Web Server				Client Station				
1.16100				101.00000				Scheduling				1				Web Server				Web Server				
1.16177				38.00000				Departure				NA				Web Server				Client Station				
1.16177				101.00000				Scheduling				0				Web Server				Web Server				
1.16496				67.00000				Departure				0				Web Server				DBMS Server				
1.16698				8.00000				Arrival					0				DBMS Server				Web Server				
1.16767				119.00000				Departure				0				Web Server				DBMS Server				
1.16770				106.00000				Scheduling				0				Web Server				Web Server				
1.17011				61.00000				Departure				0				Web Server				DBMS Server				
1.17504				101.00000				Departure				1				Web Server				DBMS Server				
1.17812				66.00000				Departure				NA				Web Server				Client Station				
1.17857				67.00000				Arrival					0				DBMS Server				Web Server				
1.17857				101.00000				Arrival					0				DBMS Server				Web Server				
1.18870				106.00000				Departure				0				Web Server				DBMS Server				
1.18973				83.00000				Arrival					0				DBMS Server				Web Server				
1.20953				8.00000				Departure				0				Web Server				DBMS Server				
1.22609				61.00000				Arrival					0				DBMS Server				Web Server				
1.22812				67.00000				Scheduling				0				Web Server				Web Server				
1.22812				101.00000				Scheduling				0				Web Server				Web Server				
1.23427				67.00000				Departure				NA				Web Server				Client Station				
1.23429				8.00000				Arrival					0				DBMS Server				Web Server				
1.23870				83.00000				Scheduling				0				Web Server				Web Server				
1.24140				101.00000				Departure				0				Web Server				DBMS Server				
1.24956				106.00000				Arrival					0				DBMS Server				Web Server				
1.25601				83.00000				Departure				0				Web Server				DBMS Server				
1.25768				119.00000				Arrival					0				DBMS Server				Web Server				
1.25953				61.00000				Scheduling				0				Web Server				Web Server				
1.26864				61.00000				Departure				NA				Web Server				Client Station				
1.27884				8.00000				Departure				0				Web Server				DBMS Server				
1.29140				106.00000				Scheduling				0				Web Server				Web Server				
1.29756				101.00000				Arrival					0				DBMS Server				Web Server				
1.30225				8.00000				Arrival					0				DBMS Server				Web Server				
1.30601				119.00000				Scheduling				0				Web Server				Web Server				
1.31239				106.00000				Departure				NA				Web Server				Client Station				
1.31687				83.00000				Arrival					0				DBMS Server				Web Server				
1.33596				8.00000				Departure				NA				Web Server				Client Station				
1.34140				101.00000				Scheduling				0				Web Server				Web Server				
1.34671				119.00000				Departure				0				Web Server				DBMS Server				
1.35467				101.00000				Departure				NA				Web Server				Client Station				
1.36239				83.00000				Scheduling				0				Web Server				Web Server				
1.37970				83.00000				Departure				NA				Web Server				Client Station				
1.40758				119.00000				Arrival					0				DBMS Server				Web Server				
1.42970				119.00000				Scheduling				0				Web Server				Web Server				
1.47040				119.00000				Departure				NA				Web Server				Client Station				
Experiment Number 0 Drop Packet Rate:0.00000 Success Packet :120.00000 Web Service Time :6.22070 DBMS Service Time :5.70696 Total Service Time :11.92766 Total Wait Time :5.44483 webcoreUtilisation:0.87496
 dbmscoreUtilisation:0.74683 dbms wait time :0.49630 Through put :81.61021 Badput :0.00000 GoodPut :81.61021 TimeOut Request:0.00000
