
Timeout                                  :5
Think Time                               :4
Number of Requests                       :300
Number of User                           :10
DBMS Service Mean Time                   :1
Web Server Service Mean Time             :0.75
Round Robin Quantum Time                 :0.3
Interarrival Mean Time                   :0.05
Web Cores                                :8
Web Queue Size                           :100
Departure Probaility of web              :50
DBMS Cores                               :4
DBMS Queue Size                          :100
Probability Type                         :1
------------------------------------------------------------------------------------------------------------------------------------------------------
simTime				Request ID				Event_type				Queue Size				Server Type				Next station
3.59524				21.00000				Arrival					21				DBMS Server				Web Server				
3.61760				102.00000				Scheduling				21				Web Server				Web Server				
3.61760				78.00000				Scheduling				21				Web Server				Web Server				
3.64926				53.00000				Arrival					21				DBMS Server				Web Server				
3.71811				99.00000				Scheduling				21				Web Server				Web Server				
3.71811				83.00000				Scheduling				21				Web Server				Web Server				
3.71811				91.00000				Scheduling				21				Web Server				Web Server				
3.78986				37.00000				Departure				0				Web Server				DBMS Server				
3.86161				21.00000				Scheduling				21				Web Server				Web Server				
3.88491				100.00000				Departure				0				Web Server				DBMS Server				
3.91760				88.00000				Scheduling				21				Web Server				Web Server				
3.91760				54.00000				Scheduling				21				Web Server				Web Server				
3.91760				53.00000				Scheduling				21				Web Server				Web Server				
3.97629				111.00000				Departure				NA				Web Server				Client Station				
3.97629				38.00000				Scheduling				20				Web Server				Web Server				
3.99871				116.00000				Departure				NA				Web Server				Client Station				
3.99871				113.00000				Scheduling				19				Web Server				Web Server				
4.01811				69.00000				Scheduling				19				Web Server				Web Server				
4.03487				1.00000				Departure				NA				Web Server				Client Station				
4.03487				87.00000				Scheduling				18				Web Server				Web Server				
4.05339				49.00000				Departure				0				Web Server				DBMS Server				
4.09442				33.00000				Departure				0				Web Server				DBMS Server				
4.11606				100.00000				Arrival					18				DBMS Server				Web Server				
4.14235				105.00000				Departure				NA				Web Server				Client Station				
4.14235				63.00000				Scheduling				17				Web Server				Web Server				
4.16124				7.00000				Departure				0				Web Server				DBMS Server				
4.16161				101.00000				Scheduling				17				Web Server				Web Server				
4.17751				37.00000				Arrival					17				DBMS Server				Web Server				
4.18440				64.00000				Departure				NA				Web Server				Client Station				
4.18440				76.00000				Scheduling				16				Web Server				Web Server				
4.21760				70.00000				Scheduling				16				Web Server				Web Server				
4.22038				102.00000				Departure				0				Web Server				DBMS Server				
4.22880				71.00000				Departure				NA				Web Server				Client Station				
4.22880				78.00000				Scheduling				15				Web Server				Web Server				
4.31721				99.00000				Departure				1				Web Server				DBMS Server				
4.38505				49.00000				Arrival					15				DBMS Server				Web Server				
4.38505				99.00000				Arrival					15				DBMS Server				Web Server				
4.39442				100.00000				Scheduling				15				Web Server				Web Server				
4.46161				37.00000				Scheduling				15				Web Server				Web Server				
4.48440				65.00000				Scheduling				15				Web Server				Web Server				
4.58657				91.00000				Departure				NA				Web Server				Client Station				
4.58657				88.00000				Scheduling				14				Web Server				Web Server				
4.60881				33.00000				Arrival					14				DBMS Server				Web Server				
4.61721				49.00000				Scheduling				14				Web Server				Web Server				
4.61721				99.00000				Scheduling				14				Web Server				Web Server				
4.66414				83.00000				Departure				0				Web Server				DBMS Server				
4.67194				54.00000				Departure				NA				Web Server				Client Station				
4.67194				113.00000				Scheduling				13				Web Server				Web Server				
4.72118				21.00000				Departure				NA				Web Server				Client Station				
4.72118				87.00000				Scheduling				12				Web Server				Web Server				
4.72162				69.00000				Departure				0				Web Server				DBMS Server				
4.73496				7.00000				Arrival					12				DBMS Server				Web Server				
4.78029				102.00000				Arrival					12				DBMS Server				Web Server				
4.79517				63.00000				Departure				NA				Web Server				Client Station				
4.79517				101.00000				Scheduling				11				Web Server				Web Server				
4.83233				76.00000				Departure				NA				Web Server				Client Station				
4.83233				70.00000				Scheduling				10				Web Server				Web Server				
4.83783				78.00000				Departure				0				Web Server				DBMS Server				
4.85401				38.00000				Departure				NA				Web Server				Client Station				
4.85401				100.00000				Scheduling				9				Web Server				Web Server				
4.88657				33.00000				Scheduling				9				Web Server				Web Server				
4.90565				65.00000				Departure				0				Web Server				DBMS Server				
4.90802				53.00000				Departure				NA				Web Server				Client Station				
4.90802				88.00000				Scheduling				8				Web Server				Web Server				
5.02162				102.00000				Scheduling				8				Web Server				Web Server				
5.02162				7.00000				Scheduling				8				Web Server				Web Server				
5.04380				49.00000				Departure				1				Web Server				DBMS Server				
5.08029				49.00000				Arrival					8				DBMS Server				Web Server				
5.08226				37.00000				Departure				NA				Web Server				Client Station				
5.08226				87.00000				Scheduling				7				Web Server				Web Server				
5.11003				99.00000				Departure				1				Web Server				DBMS Server				
5.13283				113.00000				Departure				NA				Web Server				Client Station				
5.13283				70.00000				Scheduling				6				Web Server				Web Server				
5.14812				101.00000				Departure				NA				Web Server				Client Station				
5.14812				33.00000				Scheduling				5				Web Server				Web Server				
5.17053				88.00000				Departure				NA				Web Server				Client Station				
5.17053				102.00000				Scheduling				4				Web Server				Web Server				
5.17854				83.00000				Arrival					4				DBMS Server				Web Server				
5.17854				99.00000				Arrival					4				DBMS Server				Web Server				
5.29963				100.00000				Departure				0				Web Server				DBMS Server				
5.34380				49.00000				Scheduling				4				Web Server				Web Server				
5.36574				69.00000				Arrival					4				DBMS Server				Web Server				
5.38579				78.00000				Arrival					4				DBMS Server				Web Server				
5.39937				65.00000				Arrival					4				DBMS Server				Web Server				
5.44457				87.00000				Departure				0				Web Server				DBMS Server				
5.47053				7.00000				Scheduling				4				Web Server				Web Server				
5.47053				83.00000				Scheduling				4				Web Server				Web Server				
5.47053				99.00000				Scheduling				4				Web Server				Web Server				
5.52797				70.00000				Departure				NA				Web Server				Client Station				
5.52797				49.00000				Scheduling				3				Web Server				Web Server				
5.54687				7.00000				Departure				NA				Web Server				Client Station				
5.54687				83.00000				Scheduling				2				Web Server				Web Server				
5.63528				99.00000				Departure				0				Web Server				DBMS Server				
5.64380				65.00000				Scheduling				2				Web Server				Web Server				
5.64380				69.00000				Scheduling				2				Web Server				Web Server				
5.64380				78.00000				Scheduling				2				Web Server				Web Server				
5.64534				100.00000				Arrival					2				DBMS Server				Web Server				
5.77053				33.00000				Scheduling				2				Web Server				Web Server				
5.77053				102.00000				Scheduling				2				Web Server				Web Server				
5.77958				49.00000				Departure				0				Web Server				DBMS Server				
5.86695				99.00000				Arrival					2				DBMS Server				Web Server				
5.91352				83.00000				Departure				NA				Web Server				Client Station				
5.91352				33.00000				Scheduling				1				Web Server				Web Server				
5.91630				102.00000				Departure				NA				Web Server				Client Station				
5.91630				33.00000				Scheduling				0				Web Server				Web Server				
5.94380				100.00000				Scheduling				0				Web Server				Web Server				
5.94380				65.00000				Scheduling				0				Web Server				Web Server				
5.96288				65.00000				Departure				0				Web Server				DBMS Server				
5.97585				33.00000				Departure				NA				Web Server				Client Station				
6.07053				78.00000				Scheduling				0				Web Server				Web Server				
6.07053				69.00000				Scheduling				0				Web Server				Web Server				
6.07603				78.00000				Departure				0				Web Server				DBMS Server				
6.07958				99.00000				Scheduling				0				Web Server				Web Server				
6.10014				87.00000				Arrival					0				DBMS Server				Web Server				
6.11059				100.00000				Departure				NA				Web Server				Client Station				
6.12021				69.00000				Departure				NA				Web Server				Client Station				
6.16799				99.00000				Departure				0				Web Server				DBMS Server				
6.21432				49.00000				Arrival					0				DBMS Server				Web Server				
6.37958				87.00000				Scheduling				0				Web Server				Web Server				
6.46799				49.00000				Scheduling				0				Web Server				Web Server				
6.48603				65.00000				Arrival					0				DBMS Server				Web Server				
6.55537				99.00000				Arrival					0				DBMS Server				Web Server				
6.60378				49.00000				Departure				NA				Web Server				Client Station				
6.60487				78.00000				Arrival					0				DBMS Server				Web Server				
6.67958				87.00000				Scheduling				0				Web Server				Web Server				
6.76799				65.00000				Scheduling				0				Web Server				Web Server				
6.76799				99.00000				Scheduling				0				Web Server				Web Server				
6.78035				87.00000				Departure				NA				Web Server				Client Station				
6.85641				99.00000				Departure				0				Web Server				DBMS Server				
6.90378				78.00000				Scheduling				0				Web Server				Web Server				
6.99328				99.00000				Arrival					0				DBMS Server				Web Server				
7.06799				65.00000				Scheduling				0				Web Server				Web Server				
7.08707				65.00000				Departure				NA				Web Server				Client Station				
7.20378				99.00000				Scheduling				0				Web Server				Web Server				
7.20378				78.00000				Scheduling				0				Web Server				Web Server				
7.20927				78.00000				Departure				NA				Web Server				Client Station				
7.29219				99.00000				Departure				0				Web Server				DBMS Server				
7.38170				99.00000				Arrival					0				DBMS Server				Web Server				
7.59219				99.00000				Scheduling				0				Web Server				Web Server				
7.68060				99.00000				Departure				NA				Web Server				Client Station				
Experiment Number 6 Drop Packet Rate:0.09167 Success Packet :93.00000 Web Service Time :42.26552 DBMS Service Time :33.47585 Total Service Time :75.74137 Total Wait Time :214.15771 webcoreUtilisation:0.87164
 dbmscoreUtilisation:0.75590 dbms wait time :2.69937 Through put :14.19159 Badput :2.08317 GoodPut :12.10842 TimeOut Request:16.00000
------------------------------------------------------------------------------------------------------------------------------------------------------
simTime				Request ID				Event_type				Queue Size				Server Type				Next station
------------------------------------------------------------------------------------------------------------------------------------------------------
0.00000					45.00000				Departure				0				Client Station				Web Server				
0.00018					84.00000				Departure				0				Client Station				Web Server				
0.00062					111.00000				Departure				0				Client Station				Web Server				
0.00066					52.00000				Departure				0				Client Station				Web Server				
0.00121					30.00000				Departure				0				Client Station				Web Server				
0.00144					103.00000				Departure				0				Client Station				Web Server				
0.00151					109.00000				Departure				0				Client Station				Web Server				
0.00156					21.00000				Departure				0				Client Station				Web Server				
0.00169					101.00000				Departure				1				Client Station				Web Server				
0.00262					67.00000				Departure				2				Client Station				Web Server				
0.00267					17.00000				Departure				3				Client Station				Web Server				
0.00333					112.00000				Departure				4				Client Station				Web Server				
0.00342					6.00000				Departure				5				Client Station				Web Server				
0.00347					34.00000				Departure				6				Client Station				Web Server				
0.00349					56.00000				Departure				7				Client Station				Web Server				
0.00376					130.00000				Departure				8				Client Station				Web Server				
0.00475					57.00000				Departure				9				Client Station				Web Server				
0.00533					33.00000				Departure				10				Client Station				Web Server				
0.00552					106.00000				Departure				11				Client Station				Web Server				
0.00568					64.00000				Departure				12				Client Station				Web Server				
0.00605					20.00000				Departure				13				Client Station				Web Server				
0.00630					27.00000				Departure				14				Client Station				Web Server				
0.00648					54.00000				Departure				15				Client Station				Web Server				
0.00653					77.00000				Departure				16				Client Station				Web Server				
0.00658					16.00000				Departure				17				Client Station				Web Server				
0.00783					131.00000				Departure				18				Client Station				Web Server				
0.00831					142.00000				Departure				19				Client Station				Web Server				
0.00861					24.00000				Departure				20				Client Station				Web Server				
0.00890					116.00000				Departure				21				Client Station				Web Server				
0.00913					37.00000				Departure				22				Client Station				Web Server				
0.01070					4.00000				Departure				23				Client Station				Web Server				
0.01117					128.00000				Departure				24				Client Station				Web Server				
0.01272					124.00000				Departure				25				Client Station				Web Server				
0.01300					146.00000				Departure				26				Client Station				Web Server				
0.01308					75.00000				Departure				27				Client Station				Web Server				
0.01327					50.00000				Departure				28				Client Station				Web Server				
0.01364					59.00000				Departure				29				Client Station				Web Server				
0.01365					68.00000				Departure				30				Client Station				Web Server				
0.01412					141.00000				Departure				31				Client Station				Web Server				
0.01511					23.00000				Departure				32				Client Station				Web Server				
0.01563					138.00000				Departure				33				Client Station				Web Server				
0.01700					51.00000				Departure				34				Client Station				Web Server				
0.01718					61.00000				Departure				35				Client Station				Web Server				
0.01741					114.00000				Departure				36				Client Station				Web Server				
0.01756					11.00000				Departure				37				Client Station				Web Server				
0.01760					7.00000				Departure				38				Client Station				Web Server				
0.01761					42.00000				Departure				39				Client Station				Web Server				
0.01784					126.00000				Departure				40				Client Station				Web Server				
0.01854					26.00000				Departure				41				Client Station				Web Server				
0.01928					132.00000				Departure				42				Client Station				Web Server				
0.01991					137.00000				Departure				43				Client Station				Web Server				
0.01997					140.00000				Departure				44				Client Station				Web Server				
0.02069					83.00000				Departure				45				Client Station				Web Server				
0.02138					90.00000				Departure				46				Client Station				Web Server				
0.02276					43.00000				Departure				47				Client Station				Web Server				
0.02291					13.00000				Departure				48				Client Station				Web Server				
0.02323					41.00000				Departure				49				Client Station				Web Server				
0.02327					2.00000				Departure				50				Client Station				Web Server				
0.02390					86.00000				Departure				51				Client Station				Web Server				
0.02484					29.00000				Departure				52				Client Station				Web Server				
0.02485					96.00000				Departure				53				Client Station				Web Server				
0.02554					38.00000				Departure				54				Client Station				Web Server				
0.02667					39.00000				Departure				55				Client Station				Web Server				
0.02680					104.00000				Departure				56				Client Station				Web Server				
0.02698					95.00000				Departure				57				Client Station				Web Server				
0.02744					110.00000				Departure				58				Client Station				Web Server				
0.02787					22.00000				Departure				59				Client Station				Web Server				
0.02818					105.00000				Departure				60				Client Station				Web Server				
0.02818					76.00000				Departure				61				Client Station				Web Server				
0.02822					117.00000				Departure				62				Client Station				Web Server				
0.02837					125.00000				Departure				63				Client Station				Web Server				
0.02868					136.00000				Departure				64				Client Station				Web Server				
0.02967					94.00000				Departure				65				Client Station				Web Server				
0.02972					133.00000				Departure				66				Client Station				Web Server				
0.02993					115.00000				Departure				67				Client Station				Web Server				
0.03013					92.00000				Departure				68				Client Station				Web Server				
0.03021					72.00000				Departure				69				Client Station				Web Server				
0.03026					0.00000				Departure				70				Client Station				Web Server				
0.03031					35.00000				Departure				71				Client Station				Web Server				
0.03055					87.00000				Departure				72				Client Station				Web Server				
0.03106					36.00000				Departure				73				Client Station				Web Server				
0.03138					10.00000				Departure				74				Client Station				Web Server				
0.03150					119.00000				Departure				75				Client Station				Web Server				
0.03159					118.00000				Departure				76				Client Station				Web Server				
0.03178					32.00000				Departure				77				Client Station				Web Server				
0.03180					100.00000				Departure				78				Client Station				Web Server				
0.03181					139.00000				Departure				79				Client Station				Web Server				
0.03182					121.00000				Departure				80				Client Station				Web Server				
0.03227					81.00000				Departure				81				Client Station				Web Server				
0.03240					15.00000				Departure				82				Client Station				Web Server				
0.03261					93.00000				Departure				83				Client Station				Web Server				
0.03318					28.00000				Departure				84				Client Station				Web Server				
0.03380					85.00000				Departure				85				Client Station				Web Server				
0.03388					71.00000				Departure				86				Client Station				Web Server				
0.03421					74.00000				Departure				87				Client Station				Web Server				
0.03438					149.00000				Departure				88				Client Station				Web Server				
0.03453					145.00000				Departure				89				Client Station				Web Server				
0.03455					66.00000				Departure				90				Client Station				Web Server				
0.03502					73.00000				Departure				91				Client Station				Web Server				
0.03521					135.00000				Departure				92				Client Station				Web Server				
0.03588					60.00000				Departure				93				Client Station				Web Server				
0.03597					31.00000				Departure				94				Client Station				Web Server				
0.03699					107.00000				Departure				95				Client Station				Web Server				
0.03774					144.00000				Departure				96				Client Station				Web Server				
0.03791					49.00000				Departure				97				Client Station				Web Server				
0.03810					97.00000				Departure				98				Client Station				Web Server				
0.03859					47.00000				Departure				99				Client Station				Web Server				
0.03862					5.00000				Departure				100				Client Station				Web Server				
0.03878					88.00000				Departure				100				Client Station				Web Server				
0.03885					82.00000				Departure				100				Client Station				Web Server				
0.03919					18.00000				Departure				100				Client Station				Web Server				
0.03960					148.00000				Departure				100				Client Station				Web Server				
0.04010					63.00000				Departure				100				Client Station				Web Server				
0.04145					48.00000				Departure				100				Client Station				Web Server				
0.04145					99.00000				Departure				100				Client Station				Web Server				
0.04188					19.00000				Departure				100				Client Station				Web Server				
0.04212					53.00000				Departure				100				Client Station				Web Server				
0.04223					14.00000				Departure				100				Client Station				Web Server				
0.04223					129.00000				Departure				100				Client Station				Web Server				
0.04228					108.00000				Departure				100				Client Station				Web Server				
0.04230					122.00000				Departure				100				Client Station				Web Server				
0.04269					58.00000				Departure				100				Client Station				Web Server				
0.04283					127.00000				Departure				100				Client Station				Web Server				
0.04286					9.00000				Departure				100				Client Station				Web Server				
0.04318					69.00000				Departure				100				Client Station				Web Server				
0.04349					25.00000				Departure				100				Client Station				Web Server				
0.04352					62.00000				Departure				100				Client Station				Web Server				
0.04371					80.00000				Departure				100				Client Station				Web Server				
0.04373					65.00000				Departure				100				Client Station				Web Server				
0.04392					123.00000				Departure				100				Client Station				Web Server				
0.04413					113.00000				Departure				100				Client Station				Web Server				
0.04519					147.00000				Departure				100				Client Station				Web Server				
0.04527					91.00000				Departure				100				Client Station				Web Server				
0.04550					120.00000				Departure				100				Client Station				Web Server				
0.04566					98.00000				Departure				100				Client Station				Web Server				
0.04578					55.00000				Departure				100				Client Station				Web Server				
0.04608					1.00000				Departure				100				Client Station				Web Server				
0.04636					8.00000				Departure				100				Client Station				Web Server				
0.04672					46.00000				Departure				100				Client Station				Web Server				
0.04684					3.00000				Departure				100				Client Station				Web Server				
0.04715					134.00000				Departure				100				Client Station				Web Server				
0.04743					12.00000				Departure				100				Client Station				Web Server				
0.04784					89.00000				Departure				100				Client Station				Web Server				
0.04814					70.00000				Departure				100				Client Station				Web Server				
0.04817					102.00000				Departure				100				Client Station				Web Server				
0.04843					44.00000				Departure				100				Client Station				Web Server				
0.04877					40.00000				Departure				100				Client Station				Web Server				
0.04928					143.00000				Departure				100				Client Station				Web Server				
0.04961					79.00000				Departure				100				Client Station				Web Server				
0.04985					78.00000				Departure				100				Client Station				Web Server				
0.05452				84.00000				Departure				0				Web Server				DBMS Server				
0.09723				109.00000				Departure				NA				Web Server				Client Station				
0.09723				101.00000				Departure				NA				Web Server				Client Station				
0.09723				67.00000				Departure				NA				Web Server				Client Station				
0.09723				17.00000				Departure				0				Web Server				DBMS Server				
0.10903				84.00000				Arrival					97				DBMS Server				Web Server				
0.15174				84.00000				Departure				NA				Web Server				Client Station				
0.15174				112.00000				Departure				0				Web Server				DBMS Server				
0.26629				112.00000				Arrival					96				DBMS Server				Web Server				
0.30000				30.00000				Scheduling				96				Web Server				Web Server				
0.30000				45.00000				Scheduling				96				Web Server				Web Server				
0.30000				21.00000				Scheduling				96				Web Server				Web Server				
0.30000				6.00000				Departure				0				Web Server				DBMS Server				
0.30000				56.00000				Departure				0				Web Server				DBMS Server				
0.30000				52.00000				Scheduling				96				Web Server				Web Server				
0.30000				111.00000				Scheduling				96				Web Server				Web Server				
0.30000				103.00000				Scheduling				96				Web Server				Web Server				
0.30000				34.00000				Departure				NA				Web Server				Client Station				
0.30000				130.00000				Departure				0				Web Server				DBMS Server				
0.30000				57.00000				Departure				NA				Web Server				Client Station				
0.30000				33.00000				Departure				1				Web Server				DBMS Server				
0.30000				106.00000				Departure				2				Web Server				DBMS Server				
0.30000				64.00000				Departure				3				Web Server				DBMS Server				
0.30901				112.00000				Departure				4				Web Server				DBMS Server				
0.35452				33.00000				Arrival					94				DBMS Server				Web Server				
0.35452				106.00000				Arrival					94				DBMS Server				Web Server				
0.35452				64.00000				Arrival					94				DBMS Server				Web Server				
0.35452				112.00000				Arrival					94				DBMS Server				Web Server				
0.38622				33.00000				Departure				NA				Web Server				Client Station				
0.38622				20.00000				Departure				1				Web Server				DBMS Server				
0.46627				112.00000				Departure				NA				Web Server				Client Station				
0.46627				27.00000				Departure				NA				Web Server				Client Station				
0.46627				54.00000				Departure				2				Web Server				DBMS Server				
0.56629				20.00000				Arrival					91				DBMS Server				Web Server				
0.56629				54.00000				Arrival					91				DBMS Server				Web Server				
0.60901				64.00000				Scheduling				91				Web Server				Web Server				
0.60901				106.00000				Scheduling				91				Web Server				Web Server				
0.60901				77.00000				Departure				NA				Web Server				Client Station				
0.60901				16.00000				Departure				NA				Web Server				Client Station				
0.60901				131.00000				Departure				1				Web Server				DBMS Server				
0.60901				142.00000				Departure				2				Web Server				DBMS Server				
0.62100				17.00000				Arrival					89				DBMS Server				Web Server				
0.62100				131.00000				Arrival					89				DBMS Server				Web Server				
0.61994				131.00000				Departure				NA				Web Server				Client Station				
0.61994				24.00000				Departure				1				Web Server				DBMS Server				
0.62100				142.00000				Arrival					88				DBMS Server				Web Server				
0.62100				24.00000				Arrival					88				DBMS Server				Web Server				
0.70001				54.00000				Departure				NA				Web Server				Client Station				
0.70001				116.00000				Departure				NA				Web Server				Client Station				
0.70001				37.00000				Departure				NA				Web Server				Client Station				
0.70001				4.00000				Departure				0				Web Server				DBMS Server				
0.72768				6.00000				Arrival					85				DBMS Server				Web Server				
0.76627				20.00000				Scheduling				85				Web Server				Web Server				
0.76627				128.00000				Departure				0				Web Server				DBMS Server				
0.87861				56.00000				Arrival					85				DBMS Server				Web Server				
0.90901				17.00000				Scheduling				85				Web Server				Web Server				
0.90901				124.00000				Departure				0				Web Server				DBMS Server				
0.91718				142.00000				Departure				NA				Web Server				Client Station				
0.91718				146.00000				Departure				1				Web Server				DBMS Server				
0.91994				24.00000				Scheduling				84				Web Server				Web Server				
0.91994				75.00000				Departure				NA				Web Server				Client Station				
0.91994				50.00000				Departure				NA				Web Server				Client Station				
0.91994				59.00000				Departure				NA				Web Server				Client Station				
0.91994				68.00000				Departure				2				Web Server				DBMS Server				
0.92100				146.00000				Arrival					81				DBMS Server				Web Server				
0.92100				68.00000				Arrival					81				DBMS Server				Web Server				
0.93736				130.00000				Arrival					81				DBMS Server				Web Server				
1.00001				6.00000				Scheduling				81				Web Server				Web Server				
1.00001				141.00000				Departure				NA				Web Server				Client Station				
1.00001				23.00000				Departure				0				Web Server				DBMS Server				
1.00939				4.00000				Arrival					80				DBMS Server				Web Server				
1.06627				56.00000				Scheduling				80				Web Server				Web Server				
1.06627				138.00000				Departure				0				Web Server				DBMS Server				
1.04242				138.00000				Arrival					80				DBMS Server				Web Server				
1.08101				138.00000				Departure				NA				Web Server				Client Station				
1.08101				51.00000				Departure				NA				Web Server				Client Station				
1.08101				61.00000				Departure				NA				Web Server				Client Station				
1.08101				114.00000				Departure				NA				Web Server				Client Station				
1.08101				11.00000				Departure				0				Web Server				DBMS Server				
1.07375				11.00000				Arrival					76				DBMS Server				Web Server				
1.11234				11.00000				Departure				NA				Web Server				Client Station				
1.11234				7.00000				Departure				0				Web Server				DBMS Server				
1.14006				124.00000				Arrival					75				DBMS Server				Web Server				
1.21994				68.00000				Scheduling				75				Web Server				Web Server				
1.21994				146.00000				Scheduling				75				Web Server				Web Server				
1.21994				130.00000				Scheduling				75				Web Server				Web Server				
1.21994				42.00000				Departure				0				Web Server				DBMS Server				
1.21994				126.00000				Departure				NA				Web Server				Client Station				
1.21994				26.00000				Departure				1				Web Server				DBMS Server				
1.21994				132.00000				Departure				NA				Web Server				Client Station				
1.21994				137.00000				Departure				NA				Web Server				Client Station				
1.21994				140.00000				Departure				2				Web Server				DBMS Server				
1.23736				26.00000				Arrival					72				DBMS Server				Web Server				
1.23736				140.00000				Arrival					72				DBMS Server				Web Server				
1.29060				23.00000				Arrival					72				DBMS Server				Web Server				
1.30001				4.00000				Scheduling				72				Web Server				Web Server				
1.30001				83.00000				Departure				0				Web Server				DBMS Server				
1.31479				128.00000				Arrival					72				DBMS Server				Web Server				
1.32786				83.00000				Arrival					72				DBMS Server				Web Server				
1.32982				26.00000				Departure				NA				Web Server				Client Station				
1.32982				90.00000				Departure				0				Web Server				DBMS Server				
1.33727				83.00000				Departure				NA				Web Server				Client Station				
1.33727				43.00000				Departure				NA				Web Server				Client Station				
1.33727				13.00000				Departure				0				Web Server				DBMS Server				
1.37379				124.00000				Departure				NA				Web Server				Client Station				
1.37379				41.00000				Departure				NA				Web Server				Client Station				
1.37379				2.00000				Departure				1				Web Server				DBMS Server				
1.44006				2.00000				Arrival					67				DBMS Server				Web Server				
1.51994				140.00000				Scheduling				67				Web Server				Web Server				
1.51994				23.00000				Scheduling				67				Web Server				Web Server				
1.51994				86.00000				Departure				1				Web Server				DBMS Server				
1.51994				29.00000				Departure				2				Web Server				DBMS Server				
1.60001				128.00000				Scheduling				67				Web Server				Web Server				
1.60001				96.00000				Departure				3				Web Server				DBMS Server				
1.62786				86.00000				Arrival					67				DBMS Server				Web Server				
1.62786				29.00000				Arrival					67				DBMS Server				Web Server				
1.61682				29.00000				Departure				2				Web Server				DBMS Server				
1.62786				96.00000				Arrival					67				DBMS Server				Web Server				
1.62786				29.00000				Arrival					67				DBMS Server				Web Server				
1.63362				29.00000				Departure				1				Web Server				DBMS Server				
1.64498				42.00000				Arrival					67				DBMS Server				Web Server				
1.64498				29.00000				Arrival					67				DBMS Server				Web Server				
1.65043				29.00000				Departure				0				Web Server				DBMS Server				
1.66179				29.00000				Arrival					67				DBMS Server				Web Server				
1.66645				7.00000				Arrival					67				DBMS Server				Web Server				
1.66724				29.00000				Departure				0				Web Server				DBMS Server				
1.67379				2.00000				Scheduling				67				Web Server				Web Server				
1.67379				38.00000				Departure				NA				Web Server				Client Station				
1.67379				39.00000				Departure				NA				Web Server				Client Station				
1.67379				104.00000				Departure				NA				Web Server				Client Station				
1.67379				95.00000				Departure				NA				Web Server				Client Station				
1.67379				110.00000				Departure				NA				Web Server				Client Station				
1.67379				22.00000				Departure				0				Web Server				DBMS Server				
1.68326				29.00000				Arrival					62				DBMS Server				Web Server				
1.69060				29.00000				Departure				0				Web Server				DBMS Server				
1.70007				29.00000				Arrival					62				DBMS Server				Web Server				
1.70741				29.00000				Departure				NA				Web Server				Client Station				
1.70741				105.00000				Departure				0				Web Server				DBMS Server				
1.88643				13.00000				Arrival					61				DBMS Server				Web Server				
1.88781				105.00000				Arrival					61				DBMS Server				Web Server				
1.89514				105.00000				Departure				NA				Web Server				Client Station				
1.89514				76.00000				Departure				0				Web Server				DBMS Server				
1.90001				86.00000				Scheduling				60				Web Server				Web Server				
1.90001				117.00000				Departure				0				Web Server				DBMS Server				
1.91682				96.00000				Scheduling				60				Web Server				Web Server				
1.91682				125.00000				Departure				1				Web Server				DBMS Server				
1.92786				125.00000				Arrival					60				DBMS Server				Web Server				
1.93309				90.00000				Arrival					60				DBMS Server				Web Server				
1.93362				42.00000				Scheduling				60				Web Server				Web Server				
1.93362				136.00000				Departure				0				Web Server				DBMS Server				
1.95043				7.00000				Scheduling				60				Web Server				Web Server				
1.95043				94.00000				Departure				NA				Web Server				Client Station				
1.95043				133.00000				Departure				1				Web Server				DBMS Server				
1.96645				133.00000				Arrival					59				DBMS Server				Web Server				
2.00741				13.00000				Scheduling				59				Web Server				Web Server				
2.00741				115.00000				Departure				1				Web Server				DBMS Server				
2.18781				115.00000				Arrival					59				DBMS Server				Web Server				
2.21682				125.00000				Scheduling				59				Web Server				Web Server				
2.21682				90.00000				Scheduling				59				Web Server				Web Server				
2.21682				92.00000				Departure				1				Web Server				DBMS Server				
2.21682				72.00000				Departure				NA				Web Server				Client Station				
2.21682				0.00000				Departure				NA				Web Server				Client Station				
2.21682				35.00000				Departure				2				Web Server				DBMS Server				
2.23309				92.00000				Arrival					57				DBMS Server				Web Server				
2.23309				35.00000				Arrival					57				DBMS Server				Web Server				
2.24037				35.00000				Departure				NA				Web Server				Client Station				
2.24037				87.00000				Departure				NA				Web Server				Client Station				
2.24037				36.00000				Departure				NA				Web Server				Client Station				
2.24037				10.00000				Departure				1				Web Server				DBMS Server				
2.24206				115.00000				Departure				NA				Web Server				Client Station				
2.24206				119.00000				Departure				2				Web Server				DBMS Server				
2.25043				133.00000				Scheduling				53				Web Server				Web Server				
2.25043				118.00000				Departure				NA				Web Server				Client Station				
2.25043				32.00000				Departure				NA				Web Server				Client Station				
2.25043				100.00000				Departure				NA				Web Server				Client Station				
2.25043				139.00000				Departure				3				Web Server				DBMS Server				
2.26645				10.00000				Arrival					50				DBMS Server				Web Server				
2.26645				119.00000				Arrival					50				DBMS Server				Web Server				
2.26645				139.00000				Arrival					50				DBMS Server				Web Server				
2.35360				22.00000				Arrival					50				DBMS Server				Web Server				
2.36132				117.00000				Arrival					50				DBMS Server				Web Server				
2.45873				136.00000				Arrival					50				DBMS Server				Web Server				
2.46294				10.00000				Departure				0				Web Server				DBMS Server				
2.48933				76.00000				Arrival					50				DBMS Server				Web Server				
2.51682				92.00000				Scheduling				50				Web Server				Web Server				
2.51682				121.00000				Departure				NA				Web Server				Client Station				
